phase,atomic_ea_minimo,atomic_ea_maximo,atomic_ea_soma,atomic_ea_media,atomic_ea_desvio,atomic_en_allen _minimo,atomic_en_allen _maximo,atomic_en_allen _soma,atomic_en_allen _media,atomic_en_allen _desvio,atomic_en_allredroch_minimo,atomic_en_allredroch_maximo,atomic_en_allredroch_soma,atomic_en_allredroch_media,atomic_en_allredroch_desvio,atomic_en_paul_minimo,atomic_en_paul_maximo,atomic_en_paul_soma,atomic_en_paul_media,atomic_en_paul_desvio,atomic_en_sanderson_minimo,atomic_en_sanderson_maximo,atomic_en_sanderson_soma,atomic_en_sanderson_media,atomic_en_sanderson_desvio,atomic_hatm_minimo,atomic_hatm_maximo,atomic_hatm_soma,atomic_hatm_media,atomic_hatm_desvio,atomic_hfu_minimo,atomic_hfu_maximo,atomic_hfu_soma,atomic_hfu_media,atomic_hfu_desvio,atomic_hvap_minimo,atomic_hvap_maximo,atomic_hvap_soma,atomic_hvap_media,atomic_hvap_desvio,atomic_radius_minimo,atomic_radius_maximo,atomic_radius_soma,atomic_radius_media,atomic_radius_desvio,atomic_radius_calculated_minimo,atomic_radius_calculated_maximo,atomic_radius_calculated_soma,atomic_radius_calculated_media,atomic_radius_calculated_desvio,atomic_spacegroupnum_minimo,atomic_spacegroupnum_maximo,atomic_spacegroupnum_soma,atomic_spacegroupnum_media,atomic_spacegroupnum_desvio,boiling_point_minimo,boiling_point_maximo,boiling_point_soma,boiling_point_media,boiling_point_desvio,brinell_hardness_minimo,brinell_hardness_maximo,brinell_hardness_soma,brinell_hardness_media,brinell_hardness_desvio,bulk_mod_minimo,bulk_mod_maximo,bulk_mod_soma,bulk_mod_media,bulk_mod_desvio,coeff_of_lte_minimo,coeff_of_lte_maximo,coeff_of_lte_soma,coeff_of_lte_media,coeff_of_lte_desvio,covalent_rad_minimo,covalent_rad_maximo,covalent_rad_soma,covalent_rad_media,covalent_rad_desvio,covalent_rad_emp_minimo,covalent_rad_emp_maximo,covalent_rad_emp_soma,covalent_rad_emp_media,covalent_rad_emp_desvio,critical_temperature_minimo,critical_temperature_maximo,critical_temperature_soma,critical_temperature_media,critical_temperature_desvio,density_of_solid_minimo,density_of_solid_maximo,density_of_solid_soma,density_of_solid_media,density_of_solid_desvio,electrical_resist_minimo,electrical_resist_maximo,electrical_resist_soma,electrical_resist_media,electrical_resist_desvio,liquid_range_minimo,liquid_range_maximo,liquid_range_soma,liquid_range_media,liquid_range_desvio,melting_point_minimo,melting_point_maximo,melting_point_soma,melting_point_media,melting_point_desvio,mineral_hardness_minimo,mineral_hardness_maximo,mineral_hardness_soma,mineral_hardness_media,mineral_hardness_desvio,molar_vol_minimo,molar_vol_maximo,molar_vol_soma,molar_vol_media,molar_vol_desvio,poissons_ratio_minimo,poissons_ratio_maximo,poissons_ratio_soma,poissons_ratio_media,poissons_ratio_desvio,reflectivity_minimo,reflectivity_maximo,reflectivity_soma,reflectivity_media,reflectivity_desvio,refract_index_minimo,refract_index_maximo,refract_index_soma,refract_index_media,refract_index_desvio,rigidity_mod_minimo,rigidity_mod_maximo,rigidity_mod_soma,rigidity_mod_media,rigidity_mod_desvio,thermal_conduct_minimo,thermal_conduct_maximo,thermal_conduct_soma,thermal_conduct_media,thermal_conduct_desvio,supercond_temp_minimo,supercond_temp_maximo,supercond_temp_soma,supercond_temp_media,supercond_temp_desvio,van_der_waals_rad_minimo,van_der_waals_rad_maximo,van_der_waals_rad_soma,van_der_waals_rad_media,van_der_waals_rad_desvio,vel_of_sound_minimo,vel_of_sound_maximo,vel_of_sound_soma,vel_of_sound_media,vel_of_sound_desvio,vickers_hardness_minimo,vickers_hardness_maximo,vickers_hardness_soma,vickers_hardness_media,vickers_hardness_desvio,youngs_mod_minimo,youngs_mod_maximo,youngs_mod_soma,youngs_mod_media,youngs_mod_desvio,atomic_ebe _minimo,atomic_ebe _maximo,atomic_ebe _soma,atomic_ebe _media,atomic_ebe _desvio,atomic_enc_minimo,atomic_enc_maximo,atomic_enc_soma,atomic_enc_media,atomic_enc_desvio,atomic_ie_minimo,atomic_ie_maximo,atomic_ie_soma,atomic_ie_media,atomic_ie_desvio,atomic_orbital_radii_minimo,atomic_orbital_radii_maximo,atomic_orbital_radii_soma,atomic_orbital_radii_media,atomic_orbital_radii_desvio,paul_ionic_radii_minimo,paul_ionic_radii_maximo,paul_ionic_radii_soma,paul_ionic_radii_media,paul_ionic_radii_desvio,entalpia-oxidos_minimo,entalpia-oxidos_maximo,entalpia-oxidos_soma,entalpia-oxidos_media,entalpia-oxidos_desvio,gibbs-oxidos_minimo,gibbs-oxidos_maximo,gibbs-oxidos_soma,gibbs-oxidos_media,gibbs-oxidos_desvio,entropia-oxidos_minimo,entropia-oxidos_maximo,entropia-oxidos_soma,entropia-oxidos_media,entropia-oxidos_desvio,deltaCp-oxidos_minimo,deltaCp-oxidos_maximo,deltaCp-oxidos_soma,deltaCp-oxidos_media,deltaCp-oxidos_desvio,VEC_minimo,VEC_maximo,VEC_soma,VEC_media,VEC_desvio,syn_group_solid_state,syn_group_combustion,syn_group_sol_gel,syn_group_chemical_co_precipitation,syn_group_mechanochemical,syn_group_mechanochemistry,syn_group_ball_mill,syn_group_hydrothermal,syn_group_solvo,syn_group_Others,atomic_ea_range,atomic_ea_cov,atomic_ea_min_to_max_ratio,atomic_en_allen _range,atomic_en_allen _cov,atomic_en_allen _min_to_max_ratio,atomic_en_allredroch_range,atomic_en_allredroch_cov,atomic_en_allredroch_min_to_max_ratio,atomic_en_paul_range,atomic_en_paul_cov,atomic_en_paul_min_to_max_ratio,atomic_en_sanderson_range,atomic_en_sanderson_cov,atomic_en_sanderson_min_to_max_ratio,atomic_hatm_range,atomic_hatm_cov,atomic_hatm_min_to_max_ratio,atomic_hfu_range,atomic_hfu_cov,atomic_hfu_min_to_max_ratio,atomic_hvap_range,atomic_hvap_cov,atomic_hvap_min_to_max_ratio,atomic_radius_range,atomic_radius_cov,atomic_radius_min_to_max_ratio,atomic_radius_calculated_range,atomic_radius_calculated_cov,atomic_radius_calculated_min_to_max_ratio,atomic_spacegroupnum_range,atomic_spacegroupnum_cov,atomic_spacegroupnum_min_to_max_ratio,boiling_point_range,boiling_point_cov,boiling_point_min_to_max_ratio,brinell_hardness_range,brinell_hardness_cov,brinell_hardness_min_to_max_ratio,bulk_mod_range,bulk_mod_cov,bulk_mod_min_to_max_ratio,coeff_of_lte_range,coeff_of_lte_cov,coeff_of_lte_min_to_max_ratio,covalent_rad_range,covalent_rad_cov,covalent_rad_min_to_max_ratio,covalent_rad_emp_range,covalent_rad_emp_cov,covalent_rad_emp_min_to_max_ratio,critical_temperature_range,critical_temperature_cov,critical_temperature_min_to_max_ratio,density_of_solid_range,density_of_solid_cov,density_of_solid_min_to_max_ratio,electrical_resist_range,electrical_resist_cov,electrical_resist_min_to_max_ratio,liquid_range_range,liquid_range_cov,liquid_range_min_to_max_ratio,melting_point_range,melting_point_cov,melting_point_min_to_max_ratio,mineral_hardness_range,mineral_hardness_cov,mineral_hardness_min_to_max_ratio,molar_vol_range,molar_vol_cov,molar_vol_min_to_max_ratio,poissons_ratio_range,poissons_ratio_cov,poissons_ratio_min_to_max_ratio,reflectivity_range,reflectivity_cov,reflectivity_min_to_max_ratio,refract_index_range,refract_index_cov,refract_index_min_to_max_ratio,rigidity_mod_range,rigidity_mod_cov,rigidity_mod_min_to_max_ratio,thermal_conduct_range,thermal_conduct_cov,thermal_conduct_min_to_max_ratio,supercond_temp_range,supercond_temp_cov,supercond_temp_min_to_max_ratio,van_der_waals_rad_range,van_der_waals_rad_cov,van_der_waals_rad_min_to_max_ratio,vel_of_sound_range,vel_of_sound_cov,vel_of_sound_min_to_max_ratio,vickers_hardness_range,vickers_hardness_cov,vickers_hardness_min_to_max_ratio,youngs_mod_range,youngs_mod_cov,youngs_mod_min_to_max_ratio,atomic_ebe _range,atomic_ebe _cov,atomic_ebe _min_to_max_ratio,atomic_enc_range,atomic_enc_cov,atomic_enc_min_to_max_ratio,atomic_ie_range,atomic_ie_cov,atomic_ie_min_to_max_ratio,atomic_orbital_radii_range,atomic_orbital_radii_cov,atomic_orbital_radii_min_to_max_ratio,paul_ionic_radii_range,paul_ionic_radii_cov,paul_ionic_radii_min_to_max_ratio,entalpia-oxidos_range,entalpia-oxidos_cov,entalpia-oxidos_min_to_max_ratio,gibbs-oxidos_range,gibbs-oxidos_cov,gibbs-oxidos_min_to_max_ratio,entropia-oxidos_range,entropia-oxidos_cov,entropia-oxidos_min_to_max_ratio,deltaCp-oxidos_range,deltaCp-oxidos_cov,deltaCp-oxidos_min_to_max_ratio,VEC_range,VEC_cov,VEC_min_to_max_ratio,has_zero_atomic_ea_desvio,has_zero_atomic_ea_minimo,has_zero_atomic_en_allen _desvio,has_zero_atomic_en_allen _minimo,has_zero_atomic_en_allredroch_desvio,has_zero_atomic_en_allredroch_minimo,has_zero_atomic_en_paul_desvio,has_zero_atomic_en_paul_minimo,has_zero_atomic_en_sanderson_desvio,has_zero_atomic_en_sanderson_minimo,has_zero_atomic_hatm_desvio,has_zero_atomic_hatm_minimo,has_zero_atomic_hfu_desvio,has_zero_atomic_hfu_minimo,has_zero_atomic_hvap_desvio,has_zero_atomic_hvap_minimo,has_zero_atomic_radius_desvio,has_zero_atomic_radius_minimo,has_zero_atomic_radius_calculated_desvio,has_zero_atomic_radius_calculated_minimo,has_zero_atomic_spacegroupnum_desvio,has_zero_atomic_spacegroupnum_minimo,has_zero_boiling_point_desvio,has_zero_boiling_point_minimo,has_zero_brinell_hardness_desvio,has_zero_brinell_hardness_minimo,has_zero_bulk_mod_desvio,has_zero_bulk_mod_minimo,has_zero_coeff_of_lte_desvio,has_zero_coeff_of_lte_minimo,has_zero_covalent_rad_desvio,has_zero_covalent_rad_minimo,has_zero_covalent_rad_emp_desvio,has_zero_covalent_rad_emp_minimo,has_zero_critical_temperature_desvio,has_zero_critical_temperature_minimo,has_zero_density_of_solid_desvio,has_zero_density_of_solid_minimo,has_zero_electrical_resist_desvio,has_zero_electrical_resist_minimo,has_zero_liquid_range_desvio,has_zero_liquid_range_minimo,has_zero_melting_point_desvio,has_zero_melting_point_minimo,has_zero_mineral_hardness_desvio,has_zero_mineral_hardness_minimo,has_zero_molar_vol_desvio,has_zero_molar_vol_minimo,has_zero_poissons_ratio_desvio,has_zero_poissons_ratio_minimo,has_zero_reflectivity_desvio,has_zero_reflectivity_minimo,has_zero_refract_index_desvio,has_zero_refract_index_minimo,has_zero_rigidity_mod_desvio,has_zero_rigidity_mod_minimo,has_zero_thermal_conduct_desvio,has_zero_thermal_conduct_minimo,has_zero_supercond_temp_desvio,has_zero_supercond_temp_minimo,has_zero_van_der_waals_rad_desvio,has_zero_van_der_waals_rad_minimo,has_zero_vel_of_sound_desvio,has_zero_vel_of_sound_minimo,has_zero_vickers_hardness_desvio,has_zero_vickers_hardness_minimo,has_zero_youngs_mod_desvio,has_zero_youngs_mod_minimo,has_zero_atomic_ebe _desvio,has_zero_atomic_ebe _minimo,has_zero_atomic_enc_desvio,has_zero_atomic_enc_minimo,has_zero_atomic_ie_desvio,has_zero_atomic_ie_minimo,has_zero_atomic_orbital_radii_desvio,has_zero_atomic_orbital_radii_minimo,has_zero_paul_ionic_radii_desvio,has_zero_paul_ionic_radii_minimo,has_zero_entalpia-oxidos_desvio,has_zero_entalpia-oxidos_minimo,has_zero_gibbs-oxidos_desvio,has_zero_gibbs-oxidos_minimo,has_zero_entropia-oxidos_desvio,has_zero_entropia-oxidos_minimo,has_zero_deltaCp-oxidos_desvio,has_zero_deltaCp-oxidos_minimo,has_zero_VEC_desvio,has_zero_VEC_minimo,entalpia_oxidos_media_x_combustion,gibbs_oxidos_minimo_x_hydrothermal,melting_point_media_x_solid_state,boiling_point_media_x_solvo,atomic_en_paul_media_x_chemical_co_precipitation,atomic_radius_desvio_x_ball_mill,VEC_media_x_hydrothermal,density_of_solid_desvio_x_mechanochemical,thermal_conduct_media_x_combustion
spinel,0.0,18.6032,53.73511,10.747022,7.788489074819069,0,0.0,0.0,0.0,0.0,0.25152,0.4442099999999999,1.647965,0.329593,0.0727048185583321,0.24366,0.4912439999999999,1.770483,0.3540966,0.0863951999120321,0.322234,0.668928,2.117934,0.4235868,0.1259901649596507,44.1732,111.3138,395.0355,79.0071,23.41099080944674,2.07504,5.0471,16.54708,3.309416,1.144610427867927,34.584,97.9875,337.5315,67.5063,21.75856230746875,22.008,35.27549999999999,137.863,27.5726,5.990815148208129,24.7489,40.8692,157.0401,31.40802,7.283280794916531,34.1124,56.3798,217.3037,43.46074,8.55424435461134,366.9048,836.16,2987.345,597.469,164.6368185983196,30.8112,275.744,688.6432,137.72864,84.83714948557855,18.864,47.034,163.952,32.7904,9.643482308792816,1.20638,3.41124,12.23682,2.447364,0.8512412455608573,20.5964,34.2218,131.9272,26.38544,5.910085594507072,20.0981,32.9238,127.2901,25.45802,5.473327723570004,0,0.0,0.0,0.0,0.0,1174.284,2325.57,8069.6216,1613.92432,404.4265107296423,1.19592,22.6368,30.21926,6.043851999999999,8.322398305350207,128.118,374.1815999999999,1156.4218,231.28436,81.365730130998,238.7868,536.716,1830.9232,366.18464,113.4250247160934,0.6644,2.0927,5.683599999999999,1.13672,0.5319371368874334,0,0,0,0,0,0.0,0.0810029999999999,0.233264,0.0466528,0.0261195550452146,0.0,17.5071,40.46429999999999,8.092859999999998,6.971443238698855,0,0.0,0.0,0.0,0.0,0.0,28.313,74.40849999999999,14.8817,9.275960900305693,1.22616,26.13,79.15006,15.830012,8.701869966793115,0.0,0.0,0.0,0.0,0.0,38.514,62.712,242.6938,48.53876,10.65853645067652,809.58,1462.428,5161.633,1032.3266,267.7321454047683,0.0,272.5359,742.3533,148.47066,103.9014120605028,31.1256,68.6898,223.3483,44.66966,14.63407554409912,31.1256,68.6898,223.3483,44.66966,14.63407554409912,31.1256,68.6898,223.3483,44.66966,14.63407554409912,31.1256,68.6898,223.3483,44.66966,14.63407554409912,31.1256,68.6898,223.3483,44.66966,14.63407554409912,31.1256,68.6898,223.3483,44.66966,14.63407554409912,-554961.61118,-79809.23951,-1451379.50998,-290275.901996,153172.6991846027,-515128.61774,-70283.90281,-1319795.65578,-263959.131156,144263.8456647224,-132.7766448,-31.7511777,-438.6127068,-87.72254136,32.90845162223683,-2.9027817,17.7044882,23.91393842,4.782787684000001,6.91648078324595,0.044016,0.0870999999999999,0.304048967032967,0.0608097934065934,0.0145086288805971,0,0,0,0,0,0,0,0,0,1,18.6032,0.7247113735152929,0.0,0.0,,,0.19268999999999986,0.22058969261583858,0.5662186803538869,0.24758399999999992,0.24398765735686842,0.4960060580892592,0.34669399999999995,0.29743647573449106,0.4817170158821279,67.1406,0.2963150249717651,0.39683489378675424,2.9720600000000004,0.34586477731053666,0.41113510728933444,63.403499999999994,0.3223189881162018,0.3529429774205894,13.267499999999988,0.21727421963137783,0.623889101501042,16.1203,0.2318923891068756,0.605563602908792,22.267400000000002,0.19682693747532462,0.6050464882812638,469.25519999999995,0.2755570893189765,0.4387973593570609,244.93280000000004,0.6159731881878637,0.11173842404549146,28.169999999999998,0.2940946834681131,0.4010715652506698,2.20486,0.3478196318818359,0.3536485266354757,13.625400000000003,0.2239904126862039,0.6018502825684212,12.825700000000001,0.21499424242615897,0.6104429014876775,0.0,,,1151.286,0.2505857961974588,0.5049445942285117,21.44088,1.3770023331726535,0.05283078880407125,246.0635999999999,0.3517995342659487,0.3423952433791507,297.92920000000004,0.30974817708381597,0.44490344986920455,1.4282999999999997,0.46795792885445264,0.31748458928656764,0,,,0.0810029999999999,0.559871112670935,0.0,17.5071,0.861431340551901,0.0,0.0,,,28.313,0.6233132572424986,0.0,24.90384,0.549707098566515,0.04692537313432835,0.0,,,24.198,0.21958814874291224,0.614140834290088,652.8480000000001,0.25934829675489157,0.5535862278348063,272.5359,0.6998110741913776,0.0,37.56420000000001,0.3276066024254297,0.4531327795393202,37.56420000000001,0.3276066024254297,0.4531327795393202,37.56420000000001,0.3276066024254297,0.4531327795393202,37.56420000000001,0.3276066024254297,0.4531327795393202,37.56420000000001,0.3276066024254297,0.4531327795393202,37.56420000000001,0.3276066024254297,0.4531327795393202,475152.37167,-0.5276796941508202,6.953601044030297,444844.71493,-0.5465385684250581,7.329254596640121,101.02546710000001,-0.37514247891184027,4.181786453861206,20.6072699,1.4461191339067494,-0.16395739132408244,0.0430839999999999,0.2385903333627175,0.5053501722158444,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinel,3.14,23.68,72.08000000000001,14.416,7.719827977358046,0,0.0,0.0,0.0,0.0,0.29,0.35,1.658,0.3316,0.0223212902852859,0.326,0.382,1.83,0.366,0.0207460839678239,0.278,0.512,2.014,0.4027999999999999,0.0763528650412019,67.60000000000001,103.0,425.0,85.0,11.24490995962173,2.62,4.56,16.62,3.324,0.6873019714797858,60.0,90.6,370.6,74.12,9.962007829749988,27.0,28.0,136.0,27.2,0.4,29.0,34.2,154.6,30.92000000000001,1.791535654124696,38.8,45.8,220.4,44.08000000000001,2.664132128855473,626.8000000000001,736.0,3280.0,656.0,40.29411867754398,98.0,174.8,678.4000000000001,135.68,24.85593691655979,28.0,36.0,166.0,33.2,2.993325909419153,1.68,3.3,12.62,2.524,0.5237403937066532,24.8,30.6,133.4,26.68,2.06145579627602,24.2,27.6,127.0,25.4,1.152388823271034,0,0.0,0.0,0.0,0.0,1222.0,1784.0,8142.400000000001,1628.48,218.4939578111944,0.344,4.0,8.984,1.7968,1.223886007763795,264.6,368.446,1510.446,302.0892,35.13423154930246,271.554,436.6,1769.554,353.9108,52.4557396912864,0.6000000000000001,1.4,4.6,0.92,0.2712931993250107,0,0,0,0,0,0.058,0.074,0.324,0.0648,0.0056,12.2,18.0,71.0,14.2,2.027806696901852,0,0.0,0.0,0.0,0.0,9.4,16.4,65.60000000000001,13.12,2.994929047573582,6.140000000000001,80.0,140.34,28.068,26.40407726090802,0.0,1.08,1.08,0.216,0.4320000000000001,47.6,48.8,240.8,48.16,0.4079215610874244,714.0,994.0,4546.0,909.2,101.7966600630885,73.8,208.6,657.2,131.44,43.40901288903032,25.6,42.2,175.6,35.12,7.646803253647894,25.6,42.2,175.6,35.12,7.646803253647894,25.6,42.2,175.6,35.12,7.646803253647894,25.6,42.2,175.6,35.12,7.646803253647894,25.6,42.2,175.6,35.12,7.646803253647894,25.6,42.2,175.6,35.12,7.646803253647894,-620230.42,-62074.46,-1290716.86,-258143.372,203377.8842251248,-567446.0,-50962.44,-1159274.62,-231854.924,187959.3236663258,-175.9482,-37.04,-438.1408,-87.62816000000001,51.76244477818257,-2.2218,4.8186,8.72718,1.745436,2.332799374087708,0.0434782608695652,0.0758620689655172,0.3189740294687821,0.0637948058937564,0.0112249177293399,0,0,0,0,0,0,0,0,0,1,20.54,0.5355041604715626,0.13260135135135137,0.0,,,0.06,0.06731390315224939,0.8285714285714285,0.055999999999999994,0.056683289529573494,0.8534031413612566,0.23399999999999999,0.18955527567329175,0.54296875,35.39999999999999,0.13229305834849092,0.6563106796116506,1.9399999999999995,0.20676954617322077,0.574561403508772,30.599999999999994,0.13440377536090106,0.6622516556291391,1.0,0.014705882352941178,0.9642857142857143,5.200000000000003,0.0579409978694921,0.8479532163742689,7.0,0.06043856916641271,0.8471615720524017,109.19999999999993,0.06142396139869509,0.8516304347826088,76.80000000000001,0.183195289774173,0.5606407322654462,8.0,0.0901604189584082,0.7777777777777778,1.6199999999999999,0.20750411795033802,0.5090909090909091,5.800000000000001,0.07726595938066042,0.8104575163398693,3.400000000000002,0.045369638711458035,0.8768115942028984,0.0,,,562.0,0.13417048892905925,0.6849775784753364,3.656,0.6811476000466357,0.086,103.846,0.11630416297339483,0.7181513708928853,165.04600000000005,0.14821740306112838,0.6219743472285845,0.7999999999999998,0.29488391230979427,0.42857142857142866,0,,,0.015999999999999993,0.08641975308641976,0.7837837837837839,5.800000000000001,0.14280328851421492,0.6777777777777777,0.0,,,6.999999999999998,0.2282720310650596,0.5731707317073171,73.86,0.9407181580770992,0.07675000000000001,1.08,2.0000000000000004,0.0,1.1999999999999957,0.008470132082380075,0.9754098360655739,280.0,0.11196289052253464,0.7183098591549296,134.8,0.33025724961222097,0.3537871524448706,16.6,0.21773357783735464,0.6066350710900474,16.6,0.21773357783735464,0.6066350710900474,16.6,0.21773357783735464,0.6066350710900474,16.6,0.21773357783735464,0.6066350710900474,16.6,0.21773357783735464,0.6066350710900474,16.6,0.21773357783735464,0.6066350710900474,558155.9600000001,-0.7878485612449689,9.991716722143053,516483.56,-0.8106764369012314,11.134592456719105,138.90820000000002,-0.5907055994121361,4.750221382289418,7.0404,1.336513841863986,-0.461088282903748,0.032383808095951996,0.17595347414386417,0.5731225296442689,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multiphase,3.14,22.4,59.64,11.928,6.327256593500852,0,0.3226,0.3226,0.06452,0.12904,0.294,0.35,1.624,0.3248,0.0199439213797086,0.3220000000000001,0.382,1.778,0.3556,0.0241130669969624,0.332,0.512,2.014,0.4028,0.0666885297483757,65.2,86.2,399.0,79.8,7.66394154466225,2.14,4.100000000000001,15.68,3.136,0.65816715202143,58.6,75.60000000000001,346.4,69.28,6.146999267935537,25.0,28.0,135.0,27.0,1.095445115010332,23.6,33.2,148.2,29.64,3.230851281009388,38.8,45.8,220.4,44.08000000000001,2.664132128855473,558.4,640.0,3051.200000000001,610.2400000000001,31.72945634579958,49.0,224.0,651.0,130.2,57.6555287895272,15.2,36.0,153.2,30.64,7.861195837784478,0.98,4.62,13.24,2.648000000000001,1.162521397652534,24.2,27.8,128.4,25.68,1.281249390243757,23.6,25.4,123.4,24.68,0.6764613810115105,0,0.0,0.0,0.0,0.0,540.0,1781.6,7104.400000000001,1420.88,460.1690402449952,0.54,2.54,7.720000000000001,1.544,0.6836841375957176,152.8,371.706,1367.106,273.4211999999999,70.40753850093043,186.694,436.0,1684.094,336.8188,81.70347540808777,0.55,1.7,4.85,0.97,0.3919183588453085,0,0,0,0,0,0.042,0.0699999999999999,0.294,0.0588,0.0092606695222321,0.0,14.4,55.0,11.0,5.523766830705293,0,0.0,0.0,0.0,0.0,5.2,23.0,74.80000000000001,14.96,5.692661943238857,16.0,47.0,120.0,24.0,11.57307219367442,0.0,0.235,0.235,0.047,0.094,45.0,49.0,238.8,47.76000000000001,1.438888459888396,944.0,1188.0,5128.0,1025.6,84.80943343756047,33.4,212.0,703.2,140.64,65.94511657431504,14.0,55.8,193.8,38.76000000000001,13.6090558085416,14.0,55.8,193.8,38.76000000000001,13.6090558085416,14.0,55.8,193.8,38.76000000000001,13.6090558085416,14.0,55.8,193.8,38.76000000000001,13.6090558085416,14.0,55.8,193.8,38.76000000000001,13.6090558085416,14.0,55.8,193.8,38.76000000000001,13.6090558085416,-670289.8400000001,-96097.82,-1729523.6,-345904.72,202850.7724203323,-632685.6000000001,-84628.42,-1592015.32,-318403.064,194594.542270712,-125.3474,-38.2314,-458.3608,-91.67216,30.94347477847954,-5.253,14.3822,13.44104,2.688208,6.773566829747531,0.0461538461538461,0.0714285714285714,0.2957875457875458,0.0591575091575091,0.009649772800234,0,0,0,0,1,1,1,0,0,0,19.259999999999998,0.5304541074363558,0.14017857142857143,0.3226,2.0,0.0,0.055999999999999994,0.0614036988291521,0.84,0.05999999999999989,0.06780952473836445,0.8429319371727751,0.18,0.1655623876573379,0.6484375,21.0,0.09603936772759712,0.7563805104408353,1.9600000000000013,0.20987472959867026,0.5219512195121949,17.000000000000007,0.08872689474502796,0.7751322751322751,3.0,0.04057204129667896,0.8928571428571429,9.600000000000001,0.10900307965618718,0.7108433734939759,7.0,0.06043856916641271,0.8471615720524017,81.60000000000002,0.05199504513928876,0.8724999999999999,175.0,0.4428228017628818,0.21875,20.8,0.2565664437919216,0.4222222222222222,3.64,0.43901865470261836,0.2121212121212121,3.6000000000000014,0.04989288902818368,0.8705035971223021,1.7999999999999972,0.027409294206301074,0.9291338582677167,0.0,,,1241.6,0.3238620011858814,0.3030983385720701,2.0,0.4428006072511124,0.2125984251968504,218.906,0.25750577680490927,0.4110775720596385,249.306,0.24257397570470463,0.428197247706422,1.15,0.404039545201349,0.3235294117647059,0,,,0.027999999999999893,0.15749437962979762,0.600000000000001,14.4,0.5021606209732085,0.0,0.0,,,17.8,0.3805255309651642,0.22608695652173913,31.0,0.48221134140310085,0.3404255319148936,0.235,2.0,0.0,4.0,0.03012748031592118,0.9183673469387755,244.0,0.08269250530183354,0.7946127946127947,178.6,0.4688930359379625,0.15754716981132075,41.8,0.35111083097372536,0.2508960573476703,41.8,0.35111083097372536,0.2508960573476703,41.8,0.35111083097372536,0.2508960573476703,41.8,0.35111083097372536,0.2508960573476703,41.8,0.35111083097372536,0.2508960573476703,41.8,0.35111083097372536,0.2508960573476703,574192.02,-0.586435398800954,6.975078518950794,548057.18,-0.6111578821701037,7.476041736333966,87.11599999999999,-0.3375449512532435,3.278650533331241,19.635199999999998,2.519733156715377,-0.36524314777989464,0.025274725274725296,0.1631199984188164,0.6461538461538457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,1.095445115010332,0.0,460.1690402449952,0.0
